"srch_id","prop_id","click_bool","booking_bool"
107368,1877,1,1
107369,114930,1,1
107370,9939,1,1
107371,63816,1,0
107372,114262,1,1
107373,17453,1,1
107374,135453,1,0
107375,134609,1,1
107377,32078,1,1
107379,16830,1,0
107380,7898,1,1
107382,68503,1,0
107384,49989,1,1
107384,21457,1,0
107384,109456,1,0
107385,75223,1,1
107387,110841,1,1
107388,33118,1,0
107390,99697,1,1
107391,137660,1,1
107392,73081,1,0
107393,108824,1,0
107394,1416,1,0
107397,53341,1,0
107398,6723,1,0
107405,46846,1,1
107407,123470,1,0
107408,78426,1,1
107409,2243,1,1
107412,14324,1,0
107414,72731,1,1
107415,131642,1,0
107416,118727,1,1
107418,128630,1,1
107419,129369,1,1
107419,46519,1,0
107422,133720,1,0
107423,15281,1,1
107424,83313,1,0
107424,85965,1,0
107425,60084,1,1
107428,18956,1,1
107432,192,1,1
107433,26994,1,0
107434,5090,1,1
107435,54116,1,1
107437,29724,1,1
107441,140724,1,1
107442,101402,1,1
107446,128571,1,1
107448,53141,1,1
107449,30345,1,1
107451,140379,1,1
107453,120763,1,0
107455,132210,1,1
107461,27864,1,0
107464,30992,1,0
107468,59782,1,1
107469,58030,1,0
107470,53172,1,1
107473,138908,1,1
107475,46641,1,1
107476,120678,1,0
107478,85708,1,1
107479,57585,1,1
107480,86162,1,1
107485,92136,1,1
107486,49623,1,1
107487,1311,1,1
107488,27589,1,0
107490,110544,1,0
107490,124162,1,0
107492,81804,1,1
107493,99589,1,1
107495,61735,1,0
107496,7880,1,1
107497,24960,1,1
107500,7487,1,1
107501,29489,1,1
107504,43936,1,1
107505,17739,1,1
107506,8864,1,0
107507,10151,1,1
107508,38332,1,1
107509,12360,1,0
107510,116345,1,1
107511,136128,1,0
107513,93134,1,1
107514,112125,1,0
107518,96763,1,1
107519,52171,1,1
107521,106998,1,1
107522,57363,1,1
107524,124859,1,1
107526,100047,1,1
107528,111284,1,1
107529,132530,1,1
107530,57780,1,1
107531,11429,1,0
107533,1535,1,1
107534,110940,1,1
107535,37493,1,0
107537,32213,1,0
107538,60538,1,0
107542,67887,1,1
107543,55814,1,1
107545,6208,1,0
107549,74428,1,1
107550,118179,1,1
107552,124173,1,1
107554,31135,1,1
107555,49242,1,1
107556,27131,1,1
107558,107667,1,0
107558,123587,1,0
107560,5916,1,1
107562,63920,1,1
107566,121496,1,0
107567,3713,1,1
107569,64031,1,0
107571,134372,1,1
107573,52948,1,1
107577,106919,1,1
107577,53917,1,0
107578,120954,1,0
107579,91241,1,1
107580,93485,1,1
107581,87660,1,1
107583,126719,1,1
107588,96101,1,1
107590,44897,1,1
107591,66456,1,1
107593,117650,1,1
107595,46617,1,1
107597,58244,1,1
107598,89626,1,1
107599,73278,1,0
107603,133846,1,1
107605,37628,1,1
107608,24534,1,0
107609,101984,1,0
107610,63279,1,1
107614,52262,1,1
107617,98770,1,1
107620,65219,1,0
107621,139435,1,0
107622,66535,1,0
107625,88782,1,1
107626,98803,1,1
107627,23265,1,0
107628,9372,1,0
107629,53429,1,1
107630,22651,1,0
107631,87936,1,0
107632,75691,1,1
107633,39341,1,0
107634,134731,1,1
107635,110915,1,0
107636,63922,1,1
107638,87623,1,1
107639,71503,1,1
107640,114302,1,1
107641,116026,1,1
107642,75837,1,1
107644,16951,1,1
107646,8108,1,0
107647,135752,1,1
107649,11102,1,0
107651,15945,1,0
107651,137498,1,0
107653,58703,1,1
107655,126884,1,1
107656,139138,1,1
107657,84061,1,1
107658,105236,1,1
107659,27626,1,1
107661,92663,1,0
107664,46018,1,0
107665,80475,1,0
107666,59105,1,1
107667,124240,1,1
107667,10337,1,0
107667,52756,1,0
107669,119295,1,1
107671,14536,1,1
107672,24537,1,0
107674,47327,1,0
107675,68473,1,1
107678,8085,1,1
107683,18716,1,1
107685,60570,1,1
107687,56354,1,0
107688,111122,1,0
107689,4905,1,0
107693,63365,1,0
107694,58232,1,1
107695,9783,1,1
107696,25236,1,1
107697,2827,1,1
107698,27788,1,1
107700,69539,1,0
107701,49656,1,1
107702,42931,1,1
107703,96112,1,1
107707,67810,1,1
107708,9874,1,1
107709,23268,1,1
107710,128935,1,1
107711,102635,1,0
107712,139557,1,0
107714,125343,1,1
107717,1106,1,1
107720,54591,1,1
107721,107376,1,0
107723,34348,1,1
107724,125695,1,1
107727,19807,1,1
107727,98347,1,0
107729,7156,1,1
107730,70934,1,1
107731,14417,1,0
107732,68305,1,1
107734,66829,1,1
107735,110519,1,1
107736,108644,1,1
107737,66102,1,1
107738,93125,1,0
107742,131892,1,1
107744,59056,1,0
107746,39936,1,0
107747,13760,1,0
107753,81767,1,1
107754,102487,1,1
107756,100412,1,1
107757,12808,1,1
107758,5747,1,1
107759,3469,1,1
107760,119207,1,1
107762,34151,1,0
107763,118674,1,0
107764,70887,1,1
107766,111026,1,1
107767,57845,1,0
107768,78422,1,1
107769,68178,1,1
107771,62762,1,1
107772,74507,1,0
107774,42995,1,1
107775,139756,1,0
107777,57934,1,1
107778,93150,1,1
107780,134688,1,0
107781,86989,1,1
107782,94546,1,1
107785,84171,1,1
107786,81452,1,1
107787,123249,1,1
107789,128564,1,1
107790,59052,1,1
107792,82124,1,1
107793,130878,1,0
107795,116251,1,1
107797,132072,1,1
107798,92090,1,1
107799,83649,1,0
107802,35679,1,1
107803,53618,1,1
107806,114766,1,1
107807,112940,1,1
107808,31945,1,0
107808,35043,1,0
107808,37788,1,0
107808,40463,1,0
107809,48868,1,1
107810,139310,1,1
107811,129774,1,1
107813,112142,1,1
107816,20801,1,1
107817,24624,1,1
107819,124751,1,1
107820,56880,1,1
107821,28865,1,1
107823,69261,1,0
107824,688,1,0
107825,27969,1,1
107826,78747,1,1
107827,109793,1,0
107828,66871,1,1
107829,79549,1,1
107830,116564,1,1
107831,58077,1,1
107833,79068,1,1
107834,37124,1,1
107835,88634,1,0
107836,92799,1,0
107837,4806,1,1
107839,115125,1,1
107843,72975,1,1
107844,21563,1,1
107847,5016,1,1
107848,41534,1,1
107852,120160,1,0
107853,69184,1,1
107857,35468,1,0
107859,134989,1,1
107860,6004,1,1
107860,26919,1,0
107860,38059,1,0
107863,139282,1,1
107864,129901,1,1
107865,59878,1,0
107866,17666,1,0
107866,24746,1,0
107866,28357,1,0
107866,81471,1,0
107866,105134,1,0
107866,113510,1,0
107870,78612,1,1
107873,126657,1,1
107877,44885,1,1
107878,124741,1,0
107879,27855,1,1
107880,31443,1,1
107881,61060,1,1
107883,31069,1,0
107885,26086,1,0
107887,28297,1,0
107889,89820,1,1
107890,7868,1,1
107894,95229,1,1
107895,92809,1,1
107896,55071,1,1
107897,137997,1,1
107897,14082,1,0
107897,60468,1,0
107897,60846,1,0
107899,96780,1,1
107900,31442,1,1
107901,60144,1,1
107906,89577,1,1
107907,20720,1,1
107908,33685,1,1
107910,88186,1,1
107911,82106,1,0
107912,73884,1,1
107914,29604,1,1
107915,36996,1,1
107915,5607,1,0
107915,44686,1,0
107915,124242,1,0
107915,128615,1,0
107917,85245,1,1
107918,90730,1,0
107919,59896,1,0
107920,38130,1,0
107922,22711,1,1
107923,71205,1,0
107924,1017,1,0
107926,132254,1,1
107927,100666,1,1
107928,103462,1,1
107930,23959,1,1
107932,5320,1,1
107933,100238,1,0
107934,55270,1,0
107935,102589,1,1
107936,95608,1,0
107937,70480,1,0
107939,82228,1,1
107941,118586,1,1
107942,20069,1,1
107943,97707,1,0
107946,76819,1,1
107948,90981,1,1
107950,105759,1,1
107952,85771,1,0
107953,39795,1,0
107956,65299,1,0
107957,32848,1,0
107958,13414,1,1
107959,100473,1,1
107960,67117,1,0
107961,126013,1,1
107962,66249,1,1
107963,55208,1,1
107964,137143,1,1
107967,1801,1,0
107967,74404,1,0
107969,116725,1,1
107970,115994,1,1
107971,13644,1,0
107973,35308,1,1
107975,24242,1,1
107979,87154,1,0
107982,98836,1,1
107983,76130,1,1
107984,51153,1,1
107984,76063,1,0
107985,61011,1,1
107986,107794,1,1
107987,134077,1,1
107990,51953,1,1
107990,86969,1,0
107991,31135,1,1
107991,109868,1,0
107995,134729,1,1
107997,19055,1,0
107998,35582,1,1
108000,31772,1,1
108006,59483,1,1
108008,134599,1,1
108012,99596,1,1
108014,121805,1,0
108016,37861,1,1
108019,11414,1,1
108020,84760,1,1
108022,81804,1,1
108023,118408,1,1
108025,101170,1,1
108027,90659,1,1
108028,124191,1,0
108031,27044,1,0
108034,137997,1,0
108035,98798,1,0
108036,135498,1,1
108037,82612,1,0
108039,128818,1,0
108040,128219,1,1
108041,133401,1,1
108043,66148,1,1
108044,133227,1,1
108045,139095,1,1
108046,40670,1,1
108048,133829,1,1
108049,29714,1,1
108051,110915,1,0
108053,116942,1,0
108055,93203,1,1
108056,106301,1,1
108057,103477,1,1
108060,70578,1,0
108061,47308,1,1
108063,104679,1,1
108064,124299,1,1
108066,139876,1,0
108069,111152,1,1
108070,129725,1,1
108071,1140,1,1
108071,52784,1,0
108071,60008,1,0
108071,134966,1,0
108075,100523,1,1
108076,73161,1,1
108079,20905,1,1
108079,13466,1,0
108080,96371,1,1
108081,29182,1,1
108083,43735,1,0
108086,98594,1,1
108089,96662,1,1
108090,113297,1,1
108092,76384,1,1
108093,93383,1,1
108094,103353,1,0
108095,32015,1,0
108095,53866,1,0
108095,98092,1,0
108096,39770,1,0
108097,42941,1,1
108098,138329,1,1
108099,21670,1,1
108100,59782,1,0
108102,4387,1,1
108103,22233,1,0
108105,105993,1,1
108106,53426,1,0
108108,40022,1,0
108109,46569,1,1
108110,50284,1,1
108112,76728,1,1
108113,69054,1,0
108115,122588,1,1
108117,7651,1,1
108118,85175,1,0
108121,78886,1,1
108124,97787,1,1
108125,126936,1,1
108126,106651,1,1
108127,102629,1,1
108130,55460,1,1
108131,121260,1,0
108132,134197,1,1
108133,30035,1,0
108133,32896,1,0
108133,56920,1,0
108133,65640,1,0
108133,70013,1,0
108133,80624,1,0
108133,84349,1,0
108133,88939,1,0
108133,89789,1,0
108133,91627,1,0
108133,93705,1,0
108133,98111,1,0
108133,107513,1,0
108133,113931,1,0
108133,118192,1,0
108133,123056,1,0
108133,123332,1,0
108133,125665,1,0
108133,130118,1,0
108133,133405,1,0
108133,133811,1,0
108133,134352,1,0
108134,75660,1,0
108135,64657,1,1
108136,80778,1,1
108138,46846,1,1
108139,85295,1,1
108140,46400,1,1
108141,62432,1,0
108142,5598,1,1
108143,97184,1,1
108145,83564,1,1
108148,140257,1,1
108149,29559,1,1
108151,82422,1,0
108152,24295,1,1
108157,98457,1,1
108158,119616,1,1
108159,4765,1,1
108164,87659,1,1
108165,37272,1,0
108166,117525,1,1
108167,28512,1,0
108169,91788,1,0
108175,60785,1,1
108178,19895,1,0
108179,42200,1,1
108182,114103,1,1
108183,22083,1,1
108184,131697,1,1
108187,37947,1,1
108187,68710,1,0
108187,76275,1,0
108188,85857,1,1
108191,56466,1,0
108192,59837,1,1
108194,93930,1,1
108197,64580,1,1
108198,68144,1,0
108199,66072,1,1
108201,10721,1,0
108202,69134,1,1
108203,101031,1,1
108203,14283,1,0
108203,55495,1,0
108205,70573,1,1
108211,74536,1,0
108211,136262,1,0
108212,136147,1,1
108214,35884,1,1
108215,74463,1,1
108216,59296,1,1
108219,11651,1,1
108220,12923,1,0
108221,36002,1,1
108222,126732,1,1
108224,98270,1,1
108225,3862,1,0
108226,101697,1,1
108227,116505,1,1
108229,125383,1,0
108232,79550,1,1
108234,109798,1,1
108235,128529,1,1
108236,103699,1,1
108239,60791,1,0
108243,86289,1,1
108245,104240,1,0
108246,139519,1,1
108247,113731,1,1
108248,29844,1,1
108249,119232,1,0
108250,126597,1,1
108252,134331,1,1
108254,120604,1,1
108258,124990,1,0
108261,107532,1,1
108262,46425,1,1
108263,86043,1,1
108264,62865,1,0
108265,47836,1,0
108266,123400,1,1
108270,136901,1,1
108272,24178,1,1
108273,9455,1,1
108274,42586,1,1
108275,58878,1,1
108276,89120,1,0
108277,127221,1,1
108278,125886,1,0
108280,83561,1,1
108281,12930,1,1
108283,76639,1,1
108284,100380,1,0
108285,71487,1,1
108287,48967,1,1
108288,84755,1,0
108288,133003,1,0
108289,100491,1,1
108290,131892,1,0
108294,6435,1,1
108295,69896,1,0
108297,44648,1,1
108299,127332,1,0
108300,36344,1,0
108303,88347,1,0
108304,12338,1,1
108306,68230,1,1
108310,38538,1,0
108312,62706,1,0
108314,23776,1,1
108316,81901,1,1
108323,33216,1,1
108326,80393,1,0
108327,140724,1,1
108328,135154,1,0
108329,13377,1,0
108333,39210,1,1
108335,104830,1,1
108336,84408,1,1
108337,11396,1,1
108338,84438,1,0
108339,117765,1,1
108340,96371,1,0
108343,133716,1,1
108345,66153,1,1
108348,115214,1,1
108349,70058,1,1
108353,22312,1,1
108355,64504,1,0
108356,6849,1,1
108358,25536,1,1
108359,84526,1,1
108360,114204,1,0
108362,4078,1,0
108363,98322,1,1
108365,70750,1,1
108366,140645,1,1
108367,14536,1,0
108368,16503,1,0
108368,22560,1,0
108368,65260,1,0
108368,66443,1,0
108368,91123,1,0
108368,99902,1,0
108368,107083,1,0
108368,123662,1,0
108375,92874,1,0
108377,121625,1,0
108378,111026,1,1
108385,130343,1,1
108389,81352,1,0
108390,76607,1,1
108394,100770,1,1
108395,46018,1,1
108396,14920,1,1
108397,73288,1,1
108398,135344,1,0
108399,48877,1,1
108404,51725,1,1
108405,96091,1,0
108406,65000,1,1
108412,138713,1,1
108417,36335,1,1
108419,77958,1,1
108420,117529,1,1
108421,98024,1,1
108422,19055,1,1
108423,81162,1,1
108425,99025,1,1
108428,91303,1,1
108431,1114,1,0
108432,86704,1,0
108433,88440,1,1
108434,110258,1,1
108436,1707,1,0
108437,51162,1,1
108439,28132,1,1
108441,9822,1,1
108442,57875,1,1
108443,104696,1,1
108444,114919,1,0
108445,131016,1,1
108446,27195,1,0
108447,104149,1,0
108447,134743,1,0
108448,6829,1,0
108449,59324,1,1
108450,60750,1,1
108452,92210,1,1
108453,71537,1,0
108456,134200,1,0
108457,94764,1,0
108458,63467,1,1
108461,98803,1,1
108462,4973,1,1
108463,108085,1,1
108464,113602,1,0
108465,62206,1,1
108466,111865,1,0
108467,27002,1,1
108468,61981,1,0
108470,9545,1,0
108471,65840,1,1
108473,92570,1,1
108474,31544,1,0
108475,131410,1,1
108478,134609,1,1
108479,109974,1,0
108480,104896,1,1
108481,21328,1,1
108482,34375,1,1
108484,14391,1,1
108486,44871,1,1
108488,96329,1,1
108489,15550,1,1
108492,102579,1,1
108493,135681,1,0
108496,39302,1,1
108498,119559,1,1
108499,20977,1,1
108501,22624,1,0
108502,104886,1,1
108503,419,1,0
108504,50912,1,1
108505,111759,1,1
108506,87713,1,0
108507,62419,1,1
108508,27192,1,1
108511,9965,1,1
108515,47556,1,0
108517,778,1,1
108518,114001,1,0
108519,136457,1,1
108520,51979,1,1
108520,29811,1,0
108521,122568,1,1
108522,14867,1,0
108523,117902,1,0
108525,44362,1,1
108528,25236,1,1
108529,51146,1,1
108531,38725,1,1
108533,37318,1,1
108534,848,1,1
108535,103982,1,1
108537,8108,1,0
108542,68987,1,1
108543,103412,1,1
108545,3589,1,0
108546,74498,1,0
108547,3600,1,0
108548,123997,1,1
108550,132452,1,1
108551,89487,1,0
108551,101882,1,0
108552,69845,1,1
108553,94654,1,1
108556,83340,1,1
108556,45021,1,0
108561,30810,1,0
108562,117650,1,1
108567,127534,1,1
108568,112115,1,1
108570,137066,1,1
108573,41564,1,1
108575,140761,1,1
108575,126954,1,0
108576,120307,1,1
108578,38910,1,1
108580,83700,1,0
108580,90502,1,0
108582,134154,1,0
108584,24021,1,1
108587,119559,1,1
108588,63433,1,1
108588,10688,1,0
108588,126054,1,0
108588,135738,1,0
108589,61529,1,1
108590,129463,1,1
108591,21970,1,1
108591,45406,1,0
108591,134386,1,0
108592,16937,1,0
108596,8500,1,1
108597,104526,1,1
108598,23190,1,0
108601,92533,1,1
108602,20777,1,1
108603,92214,1,1
108606,18552,1,1
108608,128064,1,1
108609,4406,1,1
108610,39388,1,0
108611,39573,1,1
108612,88917,1,1
108613,36973,1,0
108614,76976,1,1
108614,13444,1,0
108615,104259,1,1
108618,25149,1,1
108619,63854,1,1
108620,46507,1,1
108621,133778,1,0
108623,63607,1,1
108625,43657,1,1
108627,131718,1,1
108628,93207,1,0
108629,128643,1,1
108631,92663,1,1
108632,32109,1,1
108633,83806,1,1
108634,45212,1,1
108636,96101,1,1
108637,51782,1,1
108639,20065,1,0
108640,96763,1,1
108641,15181,1,1
108642,22228,1,0
108644,76077,1,0
108646,45695,1,0
108647,88389,1,1
108649,119176,1,1
108651,81549,1,1
108652,46120,1,1
108653,120939,1,0
108656,57800,1,1
108657,51558,1,0
108661,124342,1,1
108662,46653,1,1
108664,102871,1,1
108666,75780,1,1
108667,111191,1,1
108673,114799,1,1
108674,8409,1,1
108675,58514,1,0
108676,35342,1,1
108677,97575,1,0
108679,95011,1,1
108683,30984,1,0
108685,109600,1,1
108687,102460,1,1
108689,93503,1,1
108691,13560,1,1
108695,138803,1,1
108696,108806,1,1
108697,83026,1,1
108700,5743,1,1
108703,61374,1,1
108704,134883,1,1
108705,7495,1,1
108708,62865,1,1
108709,126465,1,0
108710,115489,1,1
108713,69863,1,1
108714,48854,1,0
108716,5961,1,1
108719,9665,1,1
108719,81549,1,0
108720,44062,1,1
108721,23308,1,1
108722,125668,1,1
108722,22976,1,0
108726,11414,1,0
108729,28731,1,1
108730,76226,1,1
108731,70294,1,1
108733,50810,1,1
108735,28003,1,1
108736,127791,1,1
108738,110646,1,1
108739,29462,1,1
108739,20499,1,0
108740,8586,1,0
108741,16462,1,0
108741,113934,1,0
108742,93750,1,1
108743,99366,1,0
108745,9885,1,1
108746,124845,1,1
108747,128615,1,1
108748,90152,1,0
108749,57972,1,1
108750,68622,1,0
108752,55979,1,1
108755,96286,1,1
108756,59175,1,1
108757,15390,1,1
108760,54603,1,1
108762,31010,1,1
108763,94068,1,1
108764,63621,1,1
108765,71354,1,0
108766,138509,1,1
108767,27738,1,1
108768,2328,1,0
108769,53341,1,1
108772,103267,1,1
108773,44966,1,0
108774,58167,1,1
108775,13389,1,1
108776,53003,1,1
108777,77671,1,1
108779,59058,1,0
108781,107320,1,0
108785,93462,1,1
108786,49133,1,1
108787,110282,1,1
108790,109591,1,0
108791,25820,1,0
108792,65983,1,1
108793,24495,1,1
108794,114927,1,1
108795,57780,1,1
108796,71686,1,0
108799,30268,1,1
108800,112085,1,1
108804,78693,1,1
108805,2959,1,1
108806,30073,1,0
108807,136428,1,1
108811,131514,1,1
108812,40495,1,1
108814,8898,1,1
108815,45638,1,0
108818,127310,1,0
108819,46501,1,0
108820,82897,1,0
108821,24769,1,0
108823,105674,1,1
108824,38456,1,1
108825,29537,1,0
108828,3625,1,0
108829,74261,1,1
108830,4548,1,1
108831,42303,1,0
108832,40380,1,1
108833,131892,1,1
108834,82704,1,1
108835,109806,1,1
108836,4318,1,1
108841,32626,1,1
108844,59020,1,0
108845,73081,1,1
108846,111483,1,1
108847,31208,1,1
108848,49508,1,1
108849,137595,1,1
108850,22745,1,1
108851,9589,1,1
108852,61751,1,0
108853,7671,1,1
108857,116942,1,1
108859,65474,1,1
108862,98630,1,1
108864,58199,1,1
108868,74632,1,1
108868,60225,1,0
108871,138174,1,1
108872,18016,1,1
108873,3046,1,1
108874,58204,1,1
108875,78500,1,1
108878,115357,1,1
108879,104493,1,1
108879,30986,1,0
108880,139531,1,0
108882,30852,1,0
108883,419,1,0
108883,59081,1,0
108886,76911,1,1
108887,69937,1,0
108888,123500,1,1
108889,64036,1,1
108894,47595,1,0
108899,59779,1,0
108904,95914,1,1
108906,97631,1,1
108908,53274,1,1
108909,47136,1,1
108910,102200,1,0
108911,119406,1,1
108915,131151,1,1
108916,62840,1,1
108917,67228,1,1
108918,38161,1,0
108919,91533,1,1
108921,61905,1,1
108922,13855,1,1
108923,48216,1,1
108926,100023,1,0
108927,67084,1,0
108928,139503,1,1
108929,131891,1,1
108930,105414,1,0
108932,139310,1,1
108933,121525,1,1
108935,119300,1,1
108936,37788,1,1
108937,53426,1,0
108938,99472,1,1
108939,138227,1,1
108940,23202,1,1
108941,17714,1,1
108945,97517,1,1
108947,74567,1,1
108948,84416,1,0
108949,100503,1,0
108951,8864,1,1
108953,130558,1,1
108954,119340,1,1
108955,16947,1,1
108956,136645,1,1
108957,3067,1,0
108960,76035,1,1
108968,90781,1,1
108969,25463,1,1
108970,38997,1,1
108972,20362,1,0
108973,25464,1,1
108973,40222,1,0
108973,136720,1,0
108973,138900,1,0
108974,30548,1,1
108975,121267,1,1
108976,32787,1,1
108977,81726,1,1
108978,137592,1,1
108981,102355,1,0
108982,30995,1,1
108984,91649,1,1
108985,26131,1,1
108986,46254,1,1
108987,41014,1,1
108988,4473,1,0
108988,78597,1,0
108989,116618,1,1
108990,125962,1,0
108994,12173,1,0
108994,126234,1,0
108996,16407,1,0
108997,128090,1,0
108999,54077,1,1
109001,48919,1,0
109004,22175,1,1
109007,75704,1,0
109010,65693,1,1
109013,25521,1,1
109014,88178,1,1
109015,100944,1,1
109016,32357,1,1
109017,89855,1,1
109018,79068,1,1
109020,108588,1,1
109022,39984,1,1
109023,114262,1,1
109025,76544,1,1
109026,110950,1,0
109027,62806,1,0
109029,64569,1,0
109030,39493,1,1
109031,108223,1,1
109032,67177,1,1
109033,75251,1,1
109038,119572,1,0
109047,98345,1,1
109049,138453,1,1
109050,105971,1,1
109053,29483,1,1
109054,92469,1,0
109056,116942,1,0
109057,11066,1,0
109060,113976,1,1
109061,64372,1,0
109062,44294,1,0
109067,129252,1,0
109068,46045,1,1
109073,7725,1,0
109074,140555,1,0
109075,117870,1,1
109078,68495,1,1
109079,30026,1,1
109081,43171,1,0
109082,73848,1,0
109084,62703,1,1
109086,69670,1,1
109087,86989,1,0
109089,78926,1,1
109090,92842,1,0
109091,41278,1,0
109092,100562,1,1
109093,46961,1,1
109095,122377,1,1
109096,7961,1,1
109097,97255,1,0
109098,35755,1,0
109099,116115,1,0
109100,63309,1,1
109101,122582,1,0
109102,25325,1,0
109103,80223,1,1
109104,16588,1,1
109106,74387,1,1
109108,93131,1,0
109109,128435,1,1
109110,71951,1,0
109111,43881,1,1
109113,7089,1,1
109115,113966,1,1
109117,582,1,1
109118,49656,1,1
109119,77166,1,1
109120,62152,1,1
109122,38130,1,0
109123,102874,1,0
109124,1120,1,1
109127,12449,1,1
109128,111322,1,0
109130,64897,1,0
109132,64453,1,0
109133,119181,1,1
109135,130415,1,0
109136,21344,1,1
109137,90659,1,1
109138,125656,1,1
109139,115225,1,1
109141,110402,1,1
109141,50912,1,0
109142,67837,1,1
109147,51719,1,0
109151,43811,1,0
109154,80932,1,1
109155,95307,1,1
109157,134568,1,0
109159,913,1,1
109160,33428,1,0
109161,56314,1,1
109163,84526,1,1
109163,31359,1,0
109164,12674,1,1
109165,137571,1,1
109166,35988,1,1
109167,78311,1,1
109168,123104,1,1
109169,42117,1,1
109170,126000,1,0
109171,137042,1,1
109171,95369,1,0
109174,70035,1,1
109175,51558,1,1
109176,39632,1,1
109177,117327,1,0
109178,123156,1,1
109179,30880,1,0
109179,108152,1,0
109180,17604,1,0
109180,34446,1,0
109182,20584,1,1
109183,20334,1,1
109185,89678,1,1
109187,103922,1,1
109188,133776,1,1
109189,87652,1,1
109190,45820,1,1
109191,17505,1,1
109192,5282,1,1
109197,23304,1,0
109198,89238,1,1
109200,22287,1,1
109201,30229,1,1
109202,35221,1,0
109203,61911,1,1
109206,65855,1,1
109207,45462,1,1
109208,71220,1,0
109211,7308,1,1
109213,140519,1,1
109214,87800,1,0
109215,86084,1,0
109216,38684,1,1
109217,29293,1,1
109219,64350,1,1
109220,60773,1,1
109221,98860,1,0
109222,23019,1,1
109223,27549,1,1
109225,97,1,1
109226,419,1,1
109229,115319,1,0
109230,116778,1,0
109231,127348,1,1
109232,119256,1,0
109234,69670,1,1
109238,94508,1,1
109239,35010,1,1
109239,52263,1,0
109241,14675,1,0
109243,100567,1,0
109244,14456,1,1
109245,23268,1,1
109247,106528,1,1
109248,13609,1,0
109249,53426,1,1
109253,71039,1,1
109254,30134,1,1
109254,107647,1,0
109255,95770,1,1
109256,132681,1,1
109258,21555,1,1
109259,74268,1,1
109260,108664,1,0
109263,77671,1,0
109264,130796,1,1
109266,84091,1,1
109267,31357,1,1
109270,118856,1,1
109271,62467,1,1
109272,68826,1,1
109273,97038,1,1
109274,88919,1,1
109275,79635,1,1
109277,17344,1,1
109278,77441,1,1
109283,56256,1,1
109285,79106,1,1
109286,15456,1,0
109287,112311,1,1
109288,64015,1,1
109289,23078,1,1
109289,556,1,0
109289,7527,1,0
109289,35264,1,0
109289,69261,1,0
109289,71376,1,0
109289,125311,1,0
109289,135499,1,0
109289,138600,1,0
109290,45832,1,1
109292,93351,1,1
109294,12208,1,1
109295,117877,1,1
109296,24668,1,1
109297,130343,1,1
109298,86090,1,1
109299,9382,1,1
109300,38913,1,1
109301,64675,1,1
109304,53837,1,1
109305,4144,1,1
109306,66146,1,0
109307,83731,1,1
109308,104749,1,1
109309,53390,1,0
109310,63569,1,1
109312,130588,1,1
109313,140295,1,1
109314,26264,1,1
109317,34807,1,0
109319,129049,1,1
109322,44421,1,0
109323,140280,1,1
109324,34950,1,0
109326,31281,1,0
109326,123801,1,0
109326,129263,1,0
109329,39047,1,1
109332,92758,1,0
109333,137997,1,1
109334,16337,1,0
109334,55134,1,0
109337,5484,1,1
109338,38910,1,1
109340,58167,1,1
109341,34657,1,0
109342,22958,1,1
109345,67451,1,1
109346,66104,1,1
109349,134154,1,1
109350,91336,1,1
109351,122109,1,1
109351,53288,1,0
109351,100531,1,0
109352,52695,1,1
109353,134188,1,1
109354,92776,1,1
109355,119577,1,1
109357,110977,1,0
109361,68904,1,1
109363,104112,1,1
109366,68920,1,0
109368,50355,1,1
109370,78765,1,1
109371,35556,1,1
109372,124971,1,1
109374,93559,1,1
109377,115368,1,1
109380,95369,1,0
109381,78693,1,1
109383,29643,1,1
109384,62954,1,1
109385,91323,1,0
109390,117994,1,1
109392,126842,1,0
109395,94133,1,1
109396,138922,1,0
109397,99119,1,1
109397,4897,1,0
109397,69142,1,0
109397,104055,1,0
109398,35308,1,1
109400,42659,1,1
109403,49222,1,0
109403,118565,1,0
109404,86247,1,1
109405,15491,1,0
109406,111719,1,0
109407,86193,1,0
109408,23073,1,1
109409,131892,1,1
109409,125083,1,0
109415,121790,1,0
109416,140120,1,1
109417,136008,1,1
109418,50366,1,1
109419,87558,1,1
109420,5700,1,1
109421,1446,1,0
109422,50662,1,1
109423,56330,1,1
109424,80101,1,1
109425,84846,1,1
109430,112902,1,0
109431,73351,1,1
109434,84512,1,0
109435,17624,1,1
109436,21050,1,1
109438,87623,1,1
109440,9186,1,0
109441,3002,1,0
109442,28393,1,0
109443,90903,1,1
109445,93266,1,1
109446,58151,1,0
109448,248,1,1
109451,80235,1,1
109453,72871,1,1
109454,128115,1,1
109455,67207,1,1
109455,91958,1,0
109456,122589,1,0
109457,64148,1,0
109458,89415,1,1
109459,11333,1,1
109460,80863,1,0
109461,38321,1,1
109463,137264,1,0
109465,82967,1,1
109466,4476,1,1
109469,85917,1,0
109471,606,1,1
109472,38752,1,0
109473,81937,1,1
109475,42817,1,0
109475,58146,1,0
109476,116942,1,0
109477,104436,1,1
109478,34131,1,1
109480,4558,1,1
109480,60875,1,0
109484,59710,1,0
109487,31962,1,0
109488,9992,1,0
109489,48446,1,0
109490,6427,1,1
109495,130738,1,1
109498,79731,1,1
109500,74754,1,1
109504,77219,1,1
109505,68206,1,1
109507,3472,1,1
109508,111398,1,1
109511,15384,1,1
109513,105762,1,0
109514,72302,1,0
109515,97727,1,1
109516,138971,1,1
