"srch_id","prop_id"
66017,41400
66018,32831
66019,7342
66022,48136
66026,27928
66029,54851
66031,46505
66034,85504
66035,90196
66037,85567
66039,36312
66040,32831
66042,29173
66044,43924
66045,95292
66048,49062
66050,15390
66054,18792
66055,23967
66056,104533
66057,128888
66058,89072
66060,99026
66061,82295
66062,46027
66065,61874
66066,138962
66067,61472
66068,121617
66069,37124
66070,20362
66071,100131
66072,107120
66074,130815
66075,11244
66076,26164
66079,55248
66080,106230
66084,31819
66085,61621
66087,1668
66088,133528
66089,56776
66090,89202
66092,120501
66093,8917
66094,32989
66095,37317
66096,137997
66098,121305
66099,38172
66100,79537
66102,55166
66103,60468
66104,76025
66106,104766
66106,71469
66106,124730
66107,88897
66108,31232
66109,57648
66111,122146
66112,104517
66113,29980
66114,77935
66116,3814
66117,39733
66118,30417
66119,53341
66120,42200
66121,65797
66121,55225
66121,101134
66121,68896
66121,91981
66124,127715
66125,4965
66128,82001
66130,64507
66131,27617
66134,93399
66135,70999
66135,59782
66136,60034
66138,89119
66140,121179
66140,45132
66141,131978
66142,25486
66143,62762
66144,45961
66148,38338
66150,74887
66152,7663
66153,80748
66154,63443
66157,111755
66158,61444
66161,29007
66162,100431
66163,114866
66164,105432
66167,59837
66168,3540
66170,36171
66171,14468
66173,95429
66175,8374
66186,124555
66188,128053
66188,94226
66188,78547
66188,91
66189,20653
66190,136588
66192,5116
66193,77959
66194,35871
66196,96737
66198,17633
66199,72302
66200,68736
66205,362
66206,33836
66207,137751
66208,109782
66209,91330
66210,8674
66213,137526
66214,25159
66218,20997
66221,36879
66222,13389
66223,95258
66225,44476
66226,87186
66227,4309
66227,106067
66227,32437
66227,20947
66228,118474
66229,132777
66230,14469
66231,15372
66234,9665
66240,82020
66243,92120
66244,50768
66247,87474
66249,86595
66253,135290
66257,2285
66259,41891
66260,48629
66261,7077
66262,72977
66263,16663
66265,97092
66267,96593
66271,125482
66272,47945
66273,31442
66274,68199
66276,59168
66278,79070
66279,98345
66280,48994
66281,79342
66283,98803
66284,135195
66286,100834
66287,119167
66289,55019
66290,69273
66291,58759
66295,82185
66295,53030
66296,35223
66297,60667
66298,78605
66302,17905
66303,12946
66306,129988
66308,139053
66309,60279
66312,20295
66313,75260
66314,96071
66315,37818
66318,89754
66319,116203
66322,96780
66325,119588
66326,84766
66329,44451
66331,112786
66339,57584
66339,119085
66339,122621
66339,38291
66340,106396
66343,56775
66344,20977
66346,48275
66347,99430
66348,85921
66350,51715
66351,27648
66352,24091
66353,35010
66355,114939
66358,39160
66360,131101
66361,97127
66363,115763
66363,134786
66364,69923
66365,23265
66367,137363
66371,9987
66373,58434
66374,88456
66375,133494
66376,88559
66377,35820
66379,57992
66381,32114
66385,89013
66386,109575
66389,111464
66390,14772
66390,125913
66390,25440
66390,43111
66390,48572
66391,128482
66392,38356
66394,84108
66395,67680
66396,25731
66397,30575
66398,74641
66400,135733
66400,104852
66405,118564
66406,56004
66410,30566
66411,100374
66415,138642
66416,100431
66418,87107
66421,50899
66422,6565
66424,89757
66429,105888
66430,58167
66431,79225
66433,81217
66433,12923
66433,22106
66433,79033
66434,60534
66437,104526
66438,47805
66440,83777
66442,2786
66443,22491
66444,116774
66446,103469
66446,129506
66446,7881
66447,21018
66448,101750
66449,140279
66450,98173
66450,1571
66450,113241
66453,22106
66453,27439
66453,33295
66453,26130
66453,57087
66455,109743
66456,103019
66458,33168
66459,40460
66461,63845
66462,79339
66462,93150
66465,52339
66466,49895
66467,102445
66469,138809
66470,102276
66471,139310
66472,102617
66475,33244
66476,42564
66477,120393
66480,43618
66483,64130
66484,18016
66485,97009
66488,16745
66488,128734
66488,2771
66489,44102
66490,47357
66492,96712
66493,135415
66495,90730
66495,79740
66495,21419
66498,116895
66499,115317
66502,44062
66503,106918
66503,127400
66503,98092
66504,101783
66506,42271
66506,92170
66506,122681
66508,75841
66509,18189
66511,108068
66514,14442
66515,18178
66516,76634
66517,101926
66518,124960
66519,64131
66520,92663
66521,129602
66522,123365
66522,79663
66523,66394
66524,135499
66525,80475
66527,86426
66529,92828
66531,116392
66532,135448
66534,59948
66535,84427
66536,12785
66538,12391
66539,118765
66541,131917
66542,77089
66543,42617
66544,85231
66547,31825
66548,134479
66549,91438
66549,12421
66550,122060
66554,92155
66555,90377
66557,43817
66558,139165
66559,15609
66560,92226
66560,21534
66560,10116
66560,85991
66560,103984
66561,46227
66562,31825
66565,36468
66567,39160
66569,59198
66570,38001
66571,70076
66571,3469
66572,98730
66573,57384
66576,107305
66581,66798
66583,42556
66584,25223
66585,19598
66587,70887
66587,40048
66587,5132
66588,48978
66589,64020
66590,114556
66591,115323
66592,82095
66593,72326
66594,129163
66595,7753
66597,55381
66598,40024
66598,63624
66599,48779
66600,868
66603,120417
66605,1497
66606,59002
66608,711
66609,72340
66611,27142
66614,14024
66617,60846
66621,102276
66623,93161
66624,112435
66626,121054
66627,118188
66632,31042
66633,41742
66633,67485
66633,80222
66634,848
66635,5866
66636,1230
66636,76034
66638,131672
66640,31270
66643,128036
66645,62733
66645,52840
66647,21018
66648,119536
66649,89696
66650,59673
66651,16456
66652,70076
66653,62165
66654,78126
66655,89169
66656,51656
66657,78996
66658,110074
66659,113197
66662,124586
66663,58899
66664,91162
66665,126682
66668,76401
66669,137580
66670,26136
66671,11797
66671,73353
66672,7776
66673,4325
66674,47650
66675,136469
66676,128206
66677,45617
66679,13940
66682,4165
66683,110346
66685,82020
66685,104298
66686,138979
66687,112008
66688,135551
66690,105326
66690,91759
66693,9556
66693,53184
66694,41864
66696,16463
66697,7695
66699,3884
66702,7682
66703,107296
66704,107028
66708,6929
66709,85416
66711,19618
66712,41326
66713,65517
66714,102656
66715,101417
66716,114866
66718,68282
66719,41060
66720,29403
66720,137672
66722,80475
66723,25416
66726,19539
66727,40874
66728,28665
66734,134594
66735,17915
66737,106487
66738,124474
66740,5786
66741,48064
66742,10062
66743,104691
66744,139031
66749,43783
66752,123641
66752,75125
66752,86606
66753,89503
66759,80377
66760,94629
66762,38828
66763,66131
66767,66289
66768,2230
66769,38487
66772,41832
66773,37771
66775,95914
66779,116251
66782,13370
66784,61363
66785,88369
66788,65664
66790,125623
66794,74139
66795,107174
66795,109958
66797,80919
66800,103920
66802,94865
66803,18699
66806,27063
66807,93770
66808,78609
66809,21742
66810,2899
66812,99134
66814,62387
66815,20777
66817,85286
66818,53695
66820,7156
66822,126657
66825,44923
66827,98577
66828,129711
66829,16649
66830,138615
66834,105672
66835,122794
66836,123453
66837,62788
66840,122112
66841,123014
66842,35290
66844,132371
66845,128668
66847,72177
66849,122444
66850,96457
66854,3636
66855,78019
66856,110940
66858,88420
66859,85682
66860,80752
66861,138604
66862,112950
66863,63922
66864,6867
66865,38825
66866,31442
66867,11555
66869,12135
66871,37240
66872,125242
66873,60555
66874,79873
66876,5286
66877,62215
66879,24545
66880,18016
66881,11868
66882,15675
66883,41832
66887,72196
66888,85502
66890,90845
66891,25731
66892,109315
66893,79740
66894,35495
66895,23209
66896,10541
66900,81437
66903,121248
66904,137751
66906,20888
66907,106652
66909,60034
66910,75839
66910,30872
66911,34873
66912,21103
66913,137450
66914,19210
66917,100704
66918,92851
66919,41034
66920,7156
66921,25099
66923,85724
66924,65602
66925,106881
66929,66506
66931,134311
66932,124763
66933,16981
66937,136159
66938,103247
66941,39388
66942,21443
66943,50810
66944,5780
66945,118035
66945,124734
66945,14242
66945,79168
66945,53691
66945,65247
66946,91452
66947,124342
66948,70733
66950,140555
66951,53494
66953,86139
66955,33067
66956,65427
66957,101543
66959,58295
66961,25148
66962,109341
66964,33581
66965,23378
66969,30652
66969,116012
66969,48592
66970,33344
66971,91280
66972,106887
66973,38944
66974,102896
66977,92663
66978,82477
66980,20182
66983,61529
66984,110474
66985,109016
66987,90178
66988,115285
66991,97668
66992,5600
66993,29738
66994,95292
67002,134210
67005,63987
67006,22835
67007,8864
67008,76288
67009,75778
67011,51114
67017,88218
67020,10151
67021,95788
67022,95942
67024,93551
67025,89092
67026,82783
67027,20928
67028,65405
67030,80345
67031,44693
67032,7310
67034,120820
67037,68206
67040,88187
67041,134154
67042,106845
67043,37740
67044,77876
67046,103830
67047,103062
67049,798
67050,35037
67050,103304
67051,80396
67052,29111
67054,71969
67058,82146
67059,128646
67060,47831
67062,112872
67063,115625
67063,12538
67064,85968
67066,55843
67067,80898
67068,73081
67069,84474
67071,5561
67073,39164
67074,57068
67075,50029
67076,119532
67077,16631
67078,22627
67086,41190
67087,59228
67088,55059
67089,114187
67090,1722
67091,138291
67092,39955
67095,92758
67097,52500
67099,123160
67102,102413
67105,15562
67107,13541
67110,121000
67112,68517
67114,92090
67116,99629
67117,71275
67118,103603
67121,120242
67122,67150
67123,96850
67124,78534
67126,13630
67128,4372
67129,93239
67130,21591
67130,48248
67131,49368
67133,58005
67134,53904
67135,87352
67136,108975
67137,87633
67138,24216
67142,64785
67144,42200
67145,9179
67146,40164
67147,99130
67151,97282
67152,23228
67154,82639
67158,135556
67160,104517
67162,76569
67163,128481
67165,43185
67165,17018
67165,44323
67166,42098
67168,123398
67169,51923
67172,42248
67173,72784
67174,107855
67176,138263
67181,28876
67184,95182
67186,65924
67187,54994
67188,64104
67192,105401
67193,17642
67196,78169
67197,67638
67198,129440
67199,53692
67200,95662
67201,25428
67202,95572
67204,42207
67206,56064
67207,88218
67208,54865
67210,113983
67211,26721
67213,114001
67214,47543
67216,98447
67217,136428
67219,36500
67220,47976
67221,88178
67224,132724
67225,77563
67227,53100
67228,54048
67231,92402
67233,104594
67234,61806
67236,35138
67237,71275
67238,60452
67240,25019
67241,103267
67242,11318
67244,10552
67245,92705
67245,80283
67248,129043
67249,17602
67250,122291
67253,51290
67254,77482
67255,38130
67258,77883
67259,21538
67262,103103
67264,76374
67265,103248
67267,134094
67268,66796
67271,55539
67272,84171
67273,8197
67274,39362
67277,126657
67278,16337
67279,64705
67280,124077
67282,8962
67284,119636
67285,138378
67287,62510
67288,14135
67289,96337
67291,57012
67293,4916
67294,30949
67296,34873
67297,71559
67298,118169
67301,40331
67302,101543
67303,138036
67310,25524
67311,94325
67313,78191
67314,51146
67315,15186
67317,31496
67318,32441
67319,120248
67320,95419
67321,29029
67322,22714
67324,77876
67325,99171
67326,114618
67327,118472
67328,100848
67328,23330
67329,72004
67331,123782
67332,10681
67333,51161
67334,86994
67335,115748
67340,119055
67342,103914
67343,139296
67344,53866
67346,75830
67348,13224
67349,105427
67352,3394
67353,130558
67353,28645
67355,61321
67356,14082
67357,35157
67358,140546
67360,139573
67361,118355
67363,76617
67364,115078
67366,33358
67368,121614
67369,39041
67370,49010
67371,50692
67371,112281
67371,41742
67373,53407
67376,11254
67378,90988
67380,26823
67383,80336
67384,14024
67385,116681
67386,18294
67388,116228
67389,30487
67390,92091
67391,34609
67392,64054
67393,22405
67395,55416
67395,121133
67396,88178
67397,81884
67399,128911
67399,3550
67401,122752
67402,56775
67405,54937
67408,27281
67409,83080
67410,120242
67411,109853
67412,69427
67413,122825
67414,103189
67415,106489
67416,76087
67420,121008
67422,84953
67424,68128
67426,118661
67426,44754
67426,36437
67427,105992
67428,121167
67429,32410
67433,108905
67435,55526
67437,65417
67438,47680
67440,108260
67442,75747
67444,158
67445,29533
67446,55304
67448,19807
67449,6202
67451,94391
67452,81097
67453,119669
67454,32400
67456,26086
67459,57277
67460,108176
67461,33678
67461,68081
67461,3904
67462,70795
67463,84203
67464,14347
67465,21805
67466,56848
67467,32112
67468,35492
67469,125881
67470,90335
67471,30949
67472,33425
67473,103635
67474,7996
67475,63279
67475,31346
67476,24163
67477,37309
67478,28612
67479,59104
67480,43435
67481,140016
67484,16849
67484,60187
67485,253
67486,140280
67487,138227
67488,133022
67489,37340
67489,74874
67491,83248
67493,110951
67494,4854
67495,47839
67496,26097
67498,92442
67499,102917
67502,43816
67504,52669
67504,120586
67504,31820
67507,109644
67508,135590
67511,140024
67512,95307
67513,40649
67515,139418
67517,103361
67519,133634
67521,28818
67523,132045
67524,97652
67527,45541
67532,73745
67533,92927
67536,66985
67537,70540
67538,41902
67541,72988
67544,136312
67545,84659
67545,5905
67545,61734
67554,110915
67556,28347
67557,9107
67558,95197
67560,139723
67561,17795
67562,83377
67564,81514
67565,29525
67566,7532
67571,59324
67571,128090
67571,118936
67572,136159
67573,72274
67574,4665
67577,1260
67578,73681
67579,110901
67580,109684
67581,7341
67586,131663
67588,20136
67589,55949
67590,51234
67591,108213
67592,104310
67595,120547
67597,9516
67599,129658
67602,103982
67603,118250
67606,126516
67607,63689
67608,115125
67610,14331
67611,44376
67612,10116
67613,69334
67614,96999
67615,93703
67616,114174
67622,93990
67623,57328
67624,63285
67626,101638
67629,131016
67631,137262
67632,137473
67635,137493
67638,123623
67639,83861
67640,64421
67641,100665
67642,12748
67643,33243
67644,69285
67645,71000
67649,47281
67654,31814
67655,129026
67657,37543
67658,108223
67659,22578
67660,25483
67662,34018
67665,53341
67670,67832
67673,5824
67674,26852
67675,29927
67678,135420
67678,19785
67681,73471
67683,107406
67684,36427
67685,46048
67686,44143
67687,120261
67688,71181
67690,33138
67691,93948
67692,97432
67696,99723
67699,46861
67700,61135
67703,73236
67704,42477
67705,56915
67706,43242
67707,57170
67709,65863
67710,88344
67711,4882
67713,40929
67714,48004
67715,29811
67716,114978
67717,6562
67719,21808
67720,135238
67721,123833
67725,18969
67728,39159
67728,70808
67728,96666
67729,63018
67731,130411
67731,102464
67735,115378
67735,49574
67735,118342
67735,81860
67736,109908
67737,27936
67738,50408
67740,128676
67742,92094
67745,47042
67746,108445
67749,26161
67755,63604
67758,68153
67759,131074
67760,84269
67761,74122
67763,24214
67765,14495
67767,48652
67769,24256
67771,114159
67772,52682
67772,80093
67773,90357
67774,89536
67775,50879
67777,10763
67779,4274
67779,135507
67780,119963
67782,126462
67783,24430
67785,22578
67787,58544
67788,111403
67790,89962
67793,117236
67795,26264
67795,119367
67796,26251
67799,8135
67800,5033
67801,60846
67803,45068
67806,126503
67807,97554
67808,13065
67809,31384
67811,127899
67812,135119
67814,9489
67815,87893
67817,135941
67820,115019
67820,131739
67821,85428
67824,134908
67825,51008
67826,27490
67827,75855
67828,31419
67831,116752
67835,103346
67836,105720
67837,88688
67843,913
67844,110346
67845,134154
67849,59278
67851,36361
67852,13252
67854,101546
67858,16268
67859,95701
67860,37346
67861,135943
67862,73002
67862,96018
67862,42573
67862,32002
67864,24892
67865,139755
67868,121921
67870,69603
67872,81907
67873,26452
67875,99625
67876,55738
67877,108886
67878,21805
67881,98146
67882,46810
67885,110910
67886,44095
67887,114251
67888,68783
67889,82751
67892,5389
67893,7718
67894,87107
67895,109920
67897,98525
67898,75156
67901,74628
67902,113898
67903,104470
67904,105253
67906,91510
67907,65264
67908,3862
67908,26662
67908,137363
67908,13351
67908,128851
67911,23470
67914,13940
67915,79374
67917,67477
67920,69923
67923,104704
67924,99062
67927,10297
67929,104101
67930,110082
67931,84313
67932,117448
67933,62467
67934,54077
67936,35767
67939,18654
67941,61587
67943,28568
67944,66891
67948,133471
67949,135516
67950,56395
67951,113096
67952,87171
67954,94850
67955,124166
67958,19561
67959,107282
67960,121959
67961,108038
67962,124342
67963,27369
67964,121076
67969,67258
67972,140504
67975,140145
67976,139200
67977,132831
67977,49374
67979,14024
67980,33042
67981,11956
67982,34781
67984,54947
67986,125053
67986,31359
67989,132469
67991,53203
67992,99062
67994,41865
67996,65750
67997,64350
67999,41775
68002,115763
68003,24560
68005,21663
68008,17633
68009,57473
68010,9150
68012,48437
68016,67943
68017,24017
68020,81767
68022,12197
68023,84405
68024,138971
68025,30713
68028,12597
68032,3323
68035,42136
68038,113232
68039,97602
68040,140384
68044,132374
68045,30878
68046,75269
68047,39230
68049,71469
68050,81416
68051,59657
68053,129340
68055,98699
68055,95576
68056,89082
68058,57268
68059,85559
68062,35929
68063,119206
68064,125534
68065,72799
68070,35378
68072,9052
68073,99475
68075,85332
68076,4548
68077,117003
68080,57441
68082,116308
68083,19364
68084,37945
68085,18569
68087,26630
68091,56839
68093,25183
68094,115422
68095,69844
68096,75408
68097,1712
68098,114892
68099,29871
68100,112479
68102,128529
68105,96426
68107,89951
68108,66036
68108,100516
68109,61539
68110,54937
68112,13113
68113,27982
68115,10276
68116,131529
68120,40694
68121,4306
68122,70177
68123,80948
68124,107404
68127,22541
68131,67477
68136,72731
68138,45896
68140,106553
68142,70930
68145,75119
68146,116435
68147,18859
68148,35780
68149,71181
68149,89695
68150,45450
68151,92611
68155,113806
68156,108894
68157,25375
68158,35543
68159,110940
68161,39442
68167,1506
68168,58743
68169,45482
68170,94524
68171,22903
68172,28517
68173,38929
68174,51178
68175,98728
68176,22780
68177,20274
68178,129593
68179,75562
68180,90730
68181,104517
68182,11179
68184,136624
68185,113825
68186,57259
68187,16600
68188,56751
68189,67692
68191,60008
68193,119368
68196,103908
68197,23562
68198,30897
68199,110915
68202,79702
68205,80822
68207,2906
68212,24644
68213,101406
68214,104436
68215,55416
68215,3327
68219,15872
68221,24085
68222,73141
68223,110393
68224,21474
68229,90205
68230,93360
68232,53054
68234,31038
68235,120569
68237,30930
68238,86691
68240,21183
68242,43804
68243,70720
68244,109370
68245,116796
68246,74782
68247,103215
68248,127922
68249,90286
68250,129255
68252,77275
68252,26548
68253,133332
68256,38396
68258,140132
68258,112063
68258,21721
68258,46153
68258,111856
68258,118937
68260,74690
68262,125035
68264,118740
68266,36822
68268,125045
68270,30008
68271,85514
68273,138922
68274,45961
68276,51944
68277,32625
68278,62726
68279,48429
68280,53235
68281,63545
68282,32410
68284,44390
68285,29403
68288,105309
68290,96712
68291,132515
68296,46274
68297,32066
68300,45264
68301,44890
68302,13120
68302,2902
68304,111108
68305,9223
68309,99723
68310,11010
68310,122418
68310,1559
68310,62295
68311,122582
68311,135487
68311,20136
68311,88219
68312,101936
68313,89340
68314,87
68316,100202
68318,55965
68318,88518
68318,126382
68319,103461
68320,106467
68324,134696
68325,93725
68326,81901
68328,34881
68330,4370
68331,139756
68331,16158
68332,28399
68333,18581
68336,77876
68337,3394
68338,105471
68341,37818
68342,122132
68343,40024
68345,68420
68346,5866
68347,66521
68348,12019
68350,113399
68352,35767
68353,117788
68354,118031
68355,19465
68356,139316
68357,94459
68358,30231
68359,7377
68362,133966
68363,41907
68364,129373
68365,115730
68368,65702
68369,54703
68370,121674
68372,34047
68373,77874
68376,137042
68378,82802
68380,100664
68382,75422
68383,56262
68384,54630
68386,104612
68387,248
68389,100081
68390,29293
68391,52099
68392,25126
68393,77089
68394,122038
68397,108642
68399,64721
68401,130140
68403,70930
68404,115214
68406,28599
68407,138360
68409,69427
68409,34487
68409,57323
68409,13706
68413,123527
68414,84926
68417,138060
68418,117540
68420,57364
68421,10151
68424,67943
68426,102874
68428,8346
68429,105711
68429,3048
68431,3691
68432,16397
68433,36926
68433,87908
68435,20969
68437,36759
68438,92753
68439,2103
68443,126657
68444,71915
68445,129539
68446,38820
68449,99109
68451,81541
68452,63922
68454,122115
68455,86829
68455,44543
68455,9863
68455,43608
68455,44343
68456,139151
68457,14118
68457,105287
68458,124575
68459,24706
68460,116942
68462,123829
68462,87321
68462,42225
68462,133666
68464,128938
68465,101652
68466,294
68467,3934
68469,54929
68470,60769
68472,78311
68474,70918
68475,80034
68477,123403
68479,22175
68482,82172
68484,42842
68485,84469
68487,68358
68488,69481
68489,109411
68490,48512
68491,118911
68492,29123
68493,64017
68496,72004
68498,78511
68499,85922
68500,4238
68503,132658
68505,65751
68509,91280
68512,46192
68514,107759
68515,63190
68517,79549
68521,61322
68522,78500
68523,122323
68524,28383
68525,84012
68527,114864
68530,109770
68531,137425
68533,49763
68537,5137
68540,59587
68543,57226
68544,64012
68546,133555
68547,83749
68548,38913
68549,56362
68551,111088
68552,109341
68553,44213
68557,34781
68558,71747
68560,29420
68561,124678
68563,36029
68565,96099
68566,7341
68567,7266
68568,137683
68568,93503
68571,90238
68573,61514
68574,27376
68574,73672
68575,14802
68577,14331
68578,77109
68580,10901
68582,17371
68583,33110
68584,9167
68585,56719
68586,67943
68587,54438
68588,79946
68589,32060
68590,1120
68591,75547
68592,62865
68593,94729
68594,35308
68596,48567
68597,29108
68597,9883
68603,705
68607,108617
68612,81214
68613,33395
68615,75942
68616,16149
68617,8067
68618,23012
68619,51885
68620,92469
68621,21563
68623,126050
68625,84113
68626,109477
68627,56960
68632,109323
68633,44362
68633,50899
68634,38576
68638,130578
68643,40463
68645,49720
68648,79140
68650,140436
68651,109220
68653,129242
68657,1905
68661,76068
68662,110950
68663,112063
68664,76065
68665,92238
68666,22167
68667,66796
68667,91510
68669,65885
68671,14964
68672,70273
68673,58998
68674,19018
68676,23500
68676,138450
68677,135544
68681,14494
68681,6159
68682,113366
68685,120820
68686,108068
68688,105805
68689,48007
68691,72659
68692,121208
68695,71907
68697,102871
68698,40960
68699,37301
68702,112502
68703,39000
68705,44858
68708,105496
68710,113873
68717,6248
68720,74741
68720,87622
68720,71258
68721,3599
68724,120248
68731,10597
68732,50591
68733,14750
68734,33828
68736,26353
68737,31936
68739,7091
68739,30016
68741,80133
68743,43555
68745,112292
68747,11522
68749,44890
68750,40463
68751,79137
68753,124342
68754,140082
68756,103052
68757,31977
68758,96833
68761,109217
68763,6231
68764,50957
68766,26662
68767,69535
68768,84277
68768,111382
68768,135609
68768,52429
68768,80702
68768,48574
68768,87797
68769,135730
68770,10949
68774,41861
68774,112943
68774,132635
68774,29641
68774,80986
68775,50556
68776,81862
68781,88593
68782,116661
68783,83447
68784,93078
68785,28821
68786,4168
68787,54764
68788,87066
68789,24410
68789,132450
68790,102398
68792,95222
68793,49825
68794,31576
68795,106150
68797,7890
68798,23648
68799,50802
68800,72194
68804,94194
68805,90873
68806,121162
68807,113818
68809,130847
68810,77795
68813,127581
68815,30575
68816,73696
68818,17263
68820,88169
68821,6633
68822,74702
68825,118442
68827,77590
68828,90983
68831,133579
68832,1533
68835,12579
68836,17049
68838,125053
68839,41630
68842,46221
68843,101804
68844,13377
68846,92698
68847,93651
68848,52669
68850,137509
68852,18035
68853,59500
68854,74682
68855,122586
68859,124864
68861,56448
68863,39851
68865,133846
68866,5473
68867,34609
68871,71374
68873,119030
68876,80994
68880,53541
68883,4717
68885,103541
68886,60275
68887,67319
68889,132018
68891,77559
68893,6711
68894,111279
68895,14198
68897,76087
68898,14480
68901,25159
68902,20295
68903,39164
68906,11216
68907,81370
68908,77610
68911,31396
68912,75209
68913,94503
68914,98411
68916,122969
68917,18335
68918,60458
68920,35567
68921,61508
68922,81249
68923,25222
68924,53405
68925,43183
68928,91280
68929,103127
68930,76143
68930,31852
68930,109933
68933,23418
68934,89579
68936,87996
68937,9052
68939,133824
68940,136218
68941,26326
68943,123915
68944,69261
68945,86858
68947,38854
68950,105227
68950,96000
68952,101402
68954,48284
68955,111061
68956,119030
68957,110464
68959,45080
68962,37408
68964,99154
68965,29556
68967,107962
68968,72799
68971,63188
68972,2604
68973,37123
68974,59781
68974,40279
68974,59657
68975,42907
68976,7077
68977,27101
68978,115429
68981,54247
68982,7268
68982,116796
68982,13939
68988,9965
68992,129373
68993,47792
68994,131717
68994,66253
68995,41488
68996,55743
68998,3498
68999,4548
69000,103658
69001,58839
69002,4717
69003,54310
69004,67943
69008,23665
69009,123404
69010,44897
69011,120968
69013,83328
69014,117390
69015,99414
69016,115936
69017,16622
69019,132114
69025,58136
69026,23779
69028,28865
69029,19207
69031,56743
69032,62726
69034,37923
69035,71686
69035,82226
69041,23302
69043,8086
69045,93795
69046,14536
69051,131324
69052,119906
69055,16787
69056,72057
69058,4994
69059,81992
69060,103174
69061,51087
69062,46120
69063,137456
69064,16629
69065,130415
69066,110546
69068,8139
69069,128048
69071,27796
69073,90873
69074,114950
69075,12000
69076,31444
69080,78276
69080,20969
69081,25632
69082,140601
69085,106648
69086,110229
69088,16551
69090,98367
69091,99889
69091,21276
69092,138227
69092,128015
69092,67640
69092,92571
69094,22039
69094,42515
69094,113173
69096,117218
69097,106819
69098,92750
69099,1099
69101,44143
69102,87015
69103,52479
69104,74016
69107,848
69108,54316
69110,85621
69111,86422
69116,15393
69117,60468
69118,108570
69119,105771
69120,43657
69121,13572
69122,31463
69125,49682
69128,104398
69128,123471
69129,129821
69131,63384
69132,63249
69134,99178
69135,98770
69136,76607
69137,2330
69138,8761
69140,107287
69142,37337
69143,102884
69144,116259
69146,119830
69147,99955
69147,83997
69147,70559
69149,51876
69150,6881
69152,105815
69153,64219
69154,100581
69156,37145
69157,63949
69158,114719
69159,21964
69160,35547
69162,124156
69162,3345
69165,37348
69166,28711
69168,27666
69169,12147
69172,119968
69174,91084
69175,71992
69178,61775
69179,32292
69181,30431
69183,11997
69184,14916
69185,79187
69186,56776
69187,20653
69189,114250
69191,109404
69192,81643
69194,101873
69195,13483
69196,79311
69198,48400
69199,102145
69200,139847
69200,98714
69202,29033
69203,73011
69204,64001
69204,61458
69205,107092
69206,35414
69207,66204
69208,53507
69208,6616
69210,28787
69213,33574
69214,27974
69215,104061
69216,120526
69217,18577
69218,80833
69220,139053
69221,21038
69222,140554
69224,115642
69225,28878
69226,95182
69227,137042
69227,68002
69228,107472
69229,96922
69230,76616
69232,29902
69234,77845
69235,138713
69237,117050
69239,55952
69240,41759
69241,17150
69241,26659
69241,45589
69243,1345
69244,108268
69245,55195
69246,85030
69248,113040
69250,16205
69252,37547
69253,49855
69259,47190
69260,35378
69260,9268
69261,134823
69263,23711
69264,45411
69266,87210
69267,119034
69268,90868
69269,1118
69270,70545
69274,33737
69275,59905
69275,84267
69279,129530
69280,82388
69282,105799
69284,87695
69285,100664
69286,86928
69287,130319
69288,50071
69289,66312
69290,45666
69291,74007
69293,30660
69296,112063
69297,88321
69298,100692
69302,127222
69304,14024
69306,107732
69308,62761
69311,81217
69315,59403
69318,86727
69319,136243
69321,77006
69322,91280
69326,92463
69327,101312
69329,77386
69330,58845
69331,76069
69332,64342
69333,43163
69334,64657
69335,131917
69336,115983
69338,113035
69340,83421
69341,62955
69342,13678
69343,138467
69344,18370
69345,27619
69346,109384
69348,133509
69351,135989
69352,113349
69353,5118
69356,4951
69357,65538
69358,48336
69361,23885
69364,125081
69367,137395
69368,129609
69369,102067
69375,52600
69378,39993
69379,21056
69382,111817
69384,112157
69387,81315
69388,69053
69389,99529
69389,7753
69393,57914
69395,42224
69399,87965
69400,131350
69401,23212
69403,58533
69404,5445
69406,86021
69408,133550
69409,99726
69410,5866
69410,112113
69410,67813
69410,5847
69410,28585
69411,107957
69412,53494
69414,23187
69418,7665
69420,110129
69421,137624
69423,60528
69424,69392
69425,35158
69426,85965
69427,86093
69428,136775
69430,112008
69431,38161
69432,33166
69436,46027
69439,35043
69441,4226
69443,105144
69444,113804
69445,64130
69447,82935
69449,15151
69450,38693
69451,108509
69453,106223
69454,126798
69456,1549
69457,79339
69458,21195
69460,40463
69461,798
69462,85781
69463,18858
69464,72472
69465,21219
69468,64176
69471,88377
69472,2672
69475,112721
69476,11581
69476,114556
69479,104526
69480,57695
69484,53584
69485,1497
69488,101916
69489,110861
69490,53617
69491,18410
69492,32358
69494,75972
69495,10936
69498,130089
69499,16245
69502,122585
69503,61220
69504,95736
69507,97071
69508,89641
69509,126944
69510,60824
69511,16563
69512,119653
69516,134786
69518,22721
69519,111185
69519,101366
69521,124726
69522,1230
69523,97787
69525,45896
69526,93278
69528,41014
69529,2885
69530,86784
69533,54591
69534,56562
69535,46678
69536,64596
69540,21858
69541,54906
69544,17567
69545,101144
69547,59175
69551,45870
69552,9812
69553,92987
69554,20745
69555,37813
69556,30470
69558,104504
69559,66858
69560,120851
69563,43966
69564,86602
69565,68837
69566,113504
69567,15016
69568,118813
69569,7056
69573,69006
69575,95962
69576,127223
69579,59852
69581,48561
69582,20855
69583,94010
69584,121714
69585,103318
